run_id,window_id,anomaly_score,status
Run_1,0,0.4200446401600153,Normal
Run_1,1,0.44973878717698973,Normal
Run_1,2,0.4207805765560567,Normal
Run_1,3,0.5008145021399739,Normal
Run_1,4,0.4116207401420722,Normal
Run_1,5,0.4830979558738666,Normal
Run_1,6,0.4386568245715935,Normal
Run_1,7,0.45907796359997705,Normal
Run_1,8,0.4071496321868234,Normal
Run_1,9,0.4036184294715475,Normal
Run_1,10,0.4458109527519258,Normal
Run_1,11,0.4598939158845097,Normal
Run_1,12,0.5318411724035432,Normal
Run_1,13,0.4550606194984354,Normal
Run_1,14,0.440489171708037,Normal
Run_1,15,0.4128862425073656,Normal
Run_1,16,0.4174700071004033,Normal
Run_1,17,0.43844242402571787,Normal
Run_1,18,0.4676526733351908,Normal
Run_1,19,0.4666474460469784,Normal
Run_1,20,0.41128041573287744,Normal
Run_1,21,0.49668099569641194,Normal
Run_1,22,0.4072372104627617,Normal
Run_1,23,0.47108760631950236,Normal
Run_1,24,0.4061704741680186,Normal
Run_1,25,0.44739610428647786,Normal
Run_1,26,0.49509938896595257,Normal
Run_1,27,0.5265012707348049,Normal
Run_1,28,0.4437748227633174,Normal
Run_1,29,0.4295376538804817,Normal
Run_1,30,0.39599192620315327,Normal
Run_1,31,0.4094429678102753,Normal
Run_1,32,0.48338278969342174,Normal
Run_1,33,0.4160765510519487,Normal
Run_1,34,0.43850183250930036,Normal
Run_1,35,0.4545123197596239,Normal
Run_1,36,0.463053157860493,Normal
Run_1,37,0.48507107386499587,Normal
Run_1,38,0.4070863427862014,Normal
Run_1,39,0.427591673331003,Normal
Run_1,40,0.473011215122293,Normal
Run_1,41,0.5827026530377384,Anomalous
Run_1,42,0.41454873660958597,Normal
Run_1,43,0.42007732763531364,Normal
Run_1,44,0.4210337234176903,Normal
Run_1,45,0.47240094546352446,Normal
Run_1,46,0.44930347587462366,Normal
Run_1,47,0.432497763029722,Normal
Run_1,48,0.4210526083699401,Normal
Run_1,49,0.48298109918142573,Normal
Run_1,50,0.4282510010900954,Normal
Run_1,51,0.5400569459284899,Normal
Run_1,52,0.4092129837440933,Normal
Run_1,53,0.43968932028617735,Normal
Run_1,54,0.44793385584659295,Normal
Run_1,55,0.4149592122809438,Normal
Run_1,56,0.49901918346458257,Normal
Run_1,57,0.4151026804708542,Normal
Run_1,58,0.4465017284983424,Normal
Run_1,59,0.4213460193415613,Normal
Run_1,60,0.41743140151379027,Normal
Run_1,61,0.45299054526591176,Normal
Run_1,62,0.4686177680463375,Normal
Run_1,63,0.5556892036081004,Anomalous
Run_1,64,0.4239254262257376,Normal
Run_1,65,0.4083056347690745,Normal
Run_1,66,0.5025825209265827,Normal
Run_1,67,0.48780029012787374,Normal
Run_1,68,0.491645583099691,Normal
Run_1,69,0.5248282287233335,Normal
Run_1,70,0.42534934753809006,Normal
Run_1,71,0.4847512146730458,Normal
Run_1,72,0.4433879498208756,Normal
Run_1,73,0.4140273715504426,Normal
Run_1,74,0.4169945437460815,Normal
Run_1,75,0.48168305437548453,Normal
Run_1,76,0.46872248656823845,Normal
Run_1,77,0.39666876335141493,Normal
Run_1,78,0.42699368986109837,Normal
Run_1,79,0.46088636317731824,Normal
Run_1,80,0.5033316294171247,Normal
Run_1,81,0.4140363670420173,Normal
Run_1,82,0.4265350436693834,Normal
Run_1,83,0.43864165108434733,Normal
Run_1,84,0.49467997238847383,Normal
Run_1,85,0.47262066808223246,Normal
Run_1,86,0.4318373090499646,Normal
Run_1,87,0.39697058803028884,Normal
Run_1,88,0.5123716559941426,Normal
Run_1,89,0.4941159263566422,Normal
Run_1,90,0.48286782794153793,Normal
